date,time,app,pid,x,y 
10/12/2020,20:04:21,Safari,21037,433.640625,224.61328125
10/12/2020,20:04:22,Safari,21037,598.484375,227.765625
10/12/2020,20:04:23,Safari,21037,644.94140625,223.86328125
10/12/2020,20:04:24,Safari,21037,249.3828125,0.0
10/12/2020,20:04:25,Safari,21037,309.9609375,0.0
10/12/2020,20:04:26,Safari,21037,113.4453125,45.1875
10/12/2020,20:04:27,Safari,21037,115.76953125,45.1875
10/12/2020,20:04:28,Safari,21037,795.7578125,228.1015625
10/12/2020,20:04:29,Safari,21037,864.50390625,220.4375
10/12/2020,20:04:30,Safari,21037,864.50390625,220.4375
10/12/2020,20:04:31,Safari,21037,864.50390625,220.4375
10/12/2020,20:04:32,Safari,21037,864.50390625,220.66796875
10/12/2020,20:04:33,Safari,21037,1000.23046875,228.15625
10/12/2020,20:04:34,Safari,21037,1005.796875,228.15625
10/12/2020,20:04:35,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:36,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:37,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:38,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:39,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:40,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:41,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:42,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:43,Safari,21037,1045.4921875,443.859375
10/12/2020,20:04:44,Safari,21037,1045.4921875,443.1640625
10/12/2020,20:04:45,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:46,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:47,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:48,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:49,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:50,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:51,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:52,Safari,21037,1045.7265625,441.61328125
10/12/2020,20:04:53,Safari,21037,1045.7265625,441.61328125
