date,time,app,pid,x,y
12/02/2020,10:43:28,Terminal,26557,1198.1953125,431.15234375
12/02/2020,10:43:29,Terminal,26557,1198.1953125,431.15234375
12/02/2020,10:43:30,Terminal,26557,1198.1953125,431.15234375
12/02/2020,10:43:31,Terminal,26557,896.78125,16.33203125
12/02/2020,10:43:32,Terminal,26557,905.80859375,28.9765625
12/02/2020,10:43:33,Terminal,26557,757.421875,520.97265625
12/02/2020,10:43:34,Google Chrome,1748,757.421875,520.97265625
12/02/2020,10:43:35,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:36,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:37,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:38,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:39,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:40,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:41,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:42,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:43,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:44,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:45,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:47,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:48,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:49,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:50,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:51,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:52,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:53,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:54,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:55,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:56,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:57,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:58,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:43:59,Google Chrome,1748,759.28125,612.33984375
12/02/2020,10:44:00,Google Chrome,1748,678.54296875,315.5546875
12/02/2020,10:44:01,Google Chrome,1748,627.83984375,348.41796875
12/02/2020,10:44:02,Google Chrome,1748,670.6171875,385.328125
12/02/2020,10:44:03,Google Chrome,1748,609.671875,401.6328125
12/02/2020,10:44:04,Google Chrome,1748,647.55078125,453.359375
12/02/2020,10:44:05,Google Chrome,1748,650.08203125,453.92578125
12/02/2020,10:44:06,Google Chrome,1748,586.98046875,419.78125
12/02/2020,10:44:07,Google Chrome,1748,616.6171875,448.48046875
12/02/2020,10:44:08,Google Chrome,1748,614.1328125,497.8359375
12/02/2020,10:44:09,Google Chrome,1748,653.3359375,542.85546875
12/02/2020,10:44:10,Google Chrome,1748,626.70703125,714.484375
12/02/2020,10:44:11,Google Chrome,1748,626.70703125,716.83984375
12/02/2020,10:44:12,Google Chrome,1748,626.70703125,716.83984375
12/02/2020,10:44:13,Google Chrome,1748,626.70703125,716.83984375
12/02/2020,10:44:14,Google Chrome,1748,626.70703125,716.83984375
12/02/2020,10:44:15,Google Chrome,1748,626.70703125,716.83984375
12/02/2020,10:44:16,Google Chrome,1748,586.48046875,438.85546875
12/02/2020,10:44:17,Google Chrome,1748,566.05859375,568.51953125
12/02/2020,10:44:18,Google Chrome,1748,191.95703125,287.87109375
12/02/2020,10:44:19,Google Chrome,1748,509.60546875,468.66796875
12/02/2020,10:44:20,Google Chrome,1748,87.08203125,89.90625
12/02/2020,10:44:21,Google Chrome,1748,387.95703125,327.58984375
12/02/2020,10:44:22,Google Chrome,1748,387.95703125,327.58984375
12/02/2020,10:44:23,Google Chrome,1748,387.95703125,327.58984375
12/02/2020,10:44:24,Google Chrome,1748,381.8828125,273.8828125
12/02/2020,10:44:25,Google Chrome,1748,403.68359375,458.828125
12/02/2020,10:44:26,Google Chrome,1748,297.78125,372.1640625
12/02/2020,10:44:27,Google Chrome,1748,191.59375,297.72265625
12/02/2020,10:44:28,Google Chrome,1748,191.59375,297.72265625
12/02/2020,10:44:29,Google Chrome,1748,395.59765625,499.0703125
12/02/2020,10:44:30,Google Chrome,1748,163.66015625,348.2265625
12/02/2020,10:44:31,Google Chrome,1748,139.0546875,296.1484375
12/02/2020,10:44:32,Google Chrome,1748,430.91796875,293.5390625
12/02/2020,10:44:33,Google Chrome,1748,388.13671875,585.53515625
12/02/2020,10:44:34,Google Chrome,1748,389.6171875,592.76171875
12/02/2020,10:44:35,Google Chrome,1748,964.84765625,517.7265625
12/02/2020,10:44:36,Google Chrome,1748,964.84765625,517.7265625
12/02/2020,10:44:37,Google Chrome,1748,964.84765625,517.7265625
12/02/2020,10:44:38,Google Chrome,1748,964.84765625,517.7265625
12/02/2020,10:44:39,Google Chrome,1748,1439.98046875,143.33203125
12/02/2020,10:44:40,Finder,1127,1221.7578125,234.8203125
12/02/2020,10:44:41,Finder,1127,1373.26171875,12.65625
12/02/2020,10:44:42,Finder,1127,1373.26171875,9.921875
12/02/2020,10:44:43,Finder,1127,1373.26171875,9.921875
12/02/2020,10:44:44,QuickTime Player,27208,1373.26171875,9.921875
12/02/2020,10:44:45,QuickTime Player,27208,1090.515625,190.6640625
12/02/2020,10:44:46,QuickTime Player,27208,1090.515625,190.6640625
12/02/2020,10:44:47,QuickTime Player,27208,475.046875,187.58203125
12/02/2020,10:44:48,QuickTime Player,27208,475.046875,187.58203125
12/02/2020,10:44:49,QuickTime Player,27208,501.69921875,140.13671875
12/02/2020,10:44:50,QuickTime Player,27208,195.56640625,11.1796875
12/02/2020,10:44:51,QuickTime Player,27208,212.17578125,48.5234375
12/02/2020,10:44:52,QuickTime Player,27208,633.3671875,258.83984375
12/02/2020,10:44:53,QuickTime Player,27208,271.37890625,162.8515625
12/02/2020,10:44:54,QuickTime Player,27208,1278.5,89.15625
12/02/2020,10:44:55,QuickTime Player,27208,1210.515625,141.52734375
12/02/2020,10:44:56,QuickTime Player,27208,802.76171875,440.10546875
12/02/2020,10:44:57,QuickTime Player,27208,802.76171875,440.10546875
